customer_id,customer_name,email,city,signup_date
385,Aarav Patel,aarav.patel385@example.com,Delhi,2025-02-11
386,Ishaan Sharma,ishaan.sharma386@example.com,Mumbai,2023-10-06
387,Sai Singh,sai.singh387@example.com,Chennai,2024-09-13
388,Sai Singh,sai.singh388@example.com,Ahmedabad,2023-08-09
389,Krishna Verma,krishna.verma389@example.com,Pune,2024-03-16
390,Vivaan Gupta,vivaan.gupta390@example.com,Surat,2024-05-13
391,Krishna Gupta,krishna.gupta391@example.com,Bangalore,2023-08-14
392,Muhammad Bhat,muhammad.bhat392@example.com,Bangalore,2023-01-08
393,Vihaan Gupta,vihaan.gupta393@example.com,Hyderabad,2025-02-24
394,Aditya Gupta,aditya.gupta394@example.com,Ahmedabad,2023-12-02
395,Vivaan Sharma,vivaan.sharma395@example.com,Chennai,2025-02-03
396,Muhammad Patel,muhammad.patel396@example.com,Delhi,2024-01-25
397,Krishna Reddy,krishna.reddy397@example.com,Jaipur,2024-07-26
398,Reyansh Verma,reyansh.verma398@example.com,Kolkata,2025-06-01
399,Aarav Singh,aarav.singh399@example.com,Bangalore,2024-04-15
400,Vivaan Mehta,vivaan.mehta400@example.com,Surat,2024-03-15
401,Ishaan Singh,ishaan.singh401@example.com,Kolkata,2023-10-24
402,Vivaan Singh,vivaan.singh402@example.com,Bangalore,2023-11-29
403,Aditya Bhat,aditya.bhat403@example.com,Chennai,2025-05-01
404,Reyansh Verma,reyansh.verma404@example.com,Kolkata,2025-05-14
405,Vivaan Reddy,vivaan.reddy405@example.com,Kolkata,2024-08-26
406,Muhammad Das,muhammad.das406@example.com,Mumbai,2024-02-10
407,Arjun Mehta,arjun.mehta407@example.com,Hyderabad,2023-12-08
408,Aditya Verma,aditya.verma408@example.com,Jaipur,2024-10-10
409,Vivaan Das,vivaan.das409@example.com,Jaipur,2023-07-18
410,Reyansh Mehta,reyansh.mehta410@example.com,Delhi,2023-08-30
411,Vivaan Patel,vivaan.patel411@example.com,Ahmedabad,2023-07-22
412,Aditya Bhat,aditya.bhat412@example.com,Delhi,2025-02-17
413,Vivaan Patel,vivaan.patel413@example.com,Chennai,2024-04-20
414,Ishaan Bhat,ishaan.bhat414@example.com,Chennai,2024-11-28
415,Ishaan Bhat,ishaan.bhat415@example.com,Pune,2025-06-03
416,Reyansh Patel,reyansh.patel416@example.com,Chennai,2023-03-11
417,Sai Nair,sai.nair417@example.com,Ahmedabad,2025-03-26
418,Arjun Bhat,arjun.bhat418@example.com,Bangalore,2023-12-27
419,Krishna Verma,krishna.verma419@example.com,Ahmedabad,2024-04-17
420,Sai Sharma,sai.sharma420@example.com,Bangalore,2024-01-13
421,Arjun Verma,arjun.verma421@example.com,Mumbai,2024-09-21
422,Ishaan Das,ishaan.das422@example.com,Kolkata,2024-04-18
423,Ishaan Das,ishaan.das423@example.com,Bangalore,2024-04-05
424,Ishaan Reddy,ishaan.reddy424@example.com,Pune,2024-09-11
425,Sai Das,sai.das425@example.com,Delhi,2023-03-05
426,Sai Verma,sai.verma426@example.com,Pune,2025-01-01
427,Vivaan Das,vivaan.das427@example.com,Delhi,2023-02-10
428,Vihaan Nair,vihaan.nair428@example.com,Chennai,2024-06-20
429,Krishna Bhat,krishna.bhat429@example.com,Delhi,2024-01-08
430,Reyansh Gupta,reyansh.gupta430@example.com,Kolkata,2024-02-23
431,Reyansh Bhat,reyansh.bhat431@example.com,Bangalore,2025-03-19
432,Reyansh Verma,reyansh.verma432@example.com,Pune,2023-04-07
433,Krishna Singh,krishna.singh433@example.com,Ahmedabad,2023-09-16
434,Ishaan Patel,ishaan.patel434@example.com,Pune,2023-03-25
435,Ishaan Patel,ishaan.patel435@example.com,Pune,2023-11-14
436,Muhammad Patel,muhammad.patel436@example.com,Surat,2024-12-26
437,Vivaan Gupta,vivaan.gupta437@example.com,Jaipur,2024-01-21
438,Reyansh Patel,reyansh.patel438@example.com,Jaipur,2023-04-06
439,Muhammad Das,muhammad.das439@example.com,Pune,2023-01-19
440,Reyansh Gupta,reyansh.gupta440@example.com,Delhi,2023-08-08
441,Reyansh Nair,reyansh.nair441@example.com,Hyderabad,2023-08-20
442,Aditya Patel,aditya.patel442@example.com,Mumbai,2023-10-30
443,Vivaan Das,vivaan.das443@example.com,Jaipur,2025-05-05
444,Krishna Sharma,krishna.sharma444@example.com,Pune,2025-06-16
445,Ishaan Patel,ishaan.patel445@example.com,Surat,2024-01-21
446,Aditya Patel,aditya.patel446@example.com,Delhi,2025-05-01
447,Ishaan Patel,ishaan.patel447@example.com,Chennai,2023-02-14
448,Muhammad Mehta,muhammad.mehta448@example.com,Hyderabad,2024-03-30
449,Ishaan Gupta,ishaan.gupta449@example.com,Chennai,2023-08-28
450,Krishna Reddy,krishna.reddy450@example.com,Ahmedabad,2025-04-08
451,Sai Reddy,sai.reddy451@example.com,Pune,2024-11-25
452,Ishaan Nair,ishaan.nair452@example.com,Chennai,2025-02-26
453,Arjun Singh,arjun.singh453@example.com,Jaipur,2024-06-24
454,Muhammad Patel,muhammad.patel454@example.com,Hyderabad,2025-03-31
455,Ishaan Patel,ishaan.patel455@example.com,Ahmedabad,2023-02-23
456,Sai Mehta,sai.mehta456@example.com,Jaipur,2023-04-16
457,Krishna Verma,krishna.verma457@example.com,Ahmedabad,2023-03-27
458,Aditya Gupta,aditya.gupta458@example.com,Chennai,2024-06-09
459,Aditya Singh,aditya.singh459@example.com,Mumbai,2023-08-16
460,Sai Mehta,sai.mehta460@example.com,Bangalore,2024-02-29
461,Aarav Singh,aarav.singh461@example.com,Jaipur,2024-01-18
462,Vihaan Singh,vihaan.singh462@example.com,Mumbai,2024-01-19
463,Vihaan Sharma,vihaan.sharma463@example.com,Pune,2023-04-12
464,Reyansh Patel,reyansh.patel464@example.com,Delhi,2023-02-09
465,Arjun Nair,arjun.nair465@example.com,Delhi,2025-02-16
466,Sai Nair,sai.nair466@example.com,Surat,2023-01-06
467,Vivaan Sharma,vivaan.sharma467@example.com,Ahmedabad,2023-08-09
468,Aditya Das,aditya.das468@example.com,Surat,2024-06-24
469,Muhammad Verma,muhammad.verma469@example.com,Ahmedabad,2023-09-01
470,Arjun Verma,arjun.verma470@example.com,Bangalore,2023-09-02
471,Muhammad Bhat,muhammad.bhat471@example.com,Chennai,2023-03-06
472,Vivaan Nair,vivaan.nair472@example.com,Surat,2024-07-02
473,Aarav Das,aarav.das473@example.com,Surat,2023-09-05
474,Aditya Gupta,aditya.gupta474@example.com,Kolkata,2023-01-02
475,Ishaan Mehta,ishaan.mehta475@example.com,Hyderabad,2024-08-07
476,Muhammad Patel,muhammad.patel476@example.com,Mumbai,2024-06-20
477,Reyansh Verma,reyansh.verma477@example.com,Jaipur,2024-07-11
478,Krishna Das,krishna.das478@example.com,Jaipur,2023-01-21
479,Muhammad Nair,muhammad.nair479@example.com,Bangalore,2024-10-12
480,Muhammad Mehta,muhammad.mehta480@example.com,Ahmedabad,2025-02-04
481,Aarav Mehta,aarav.mehta481@example.com,Mumbai,2023-12-20
482,Vihaan Verma,vihaan.verma482@example.com,Surat,2025-01-22
483,Reyansh Patel,reyansh.patel483@example.com,Bangalore,2023-12-27
484,Krishna Mehta,krishna.mehta484@example.com,Delhi,2025-04-30
485,Sai Nair,sai.nair485@example.com,Delhi,2025-04-10
486,Aditya Verma,aditya.verma486@example.com,Chennai,2023-02-07
487,Arjun Reddy,arjun.reddy487@example.com,Bangalore,2025-03-21
488,Vihaan Sharma,vihaan.sharma488@example.com,Pune,2023-11-14
489,Krishna Singh,krishna.singh489@example.com,Jaipur,2024-04-29
490,Arjun Sharma,arjun.sharma490@example.com,Hyderabad,2023-10-20
491,Reyansh Sharma,reyansh.sharma491@example.com,Pune,2023-10-07
492,Vivaan Mehta,vivaan.mehta492@example.com,Kolkata,2025-06-29
493,Muhammad Nair,muhammad.nair493@example.com,Kolkata,2023-12-14
494,Aditya Nair,aditya.nair494@example.com,Chennai,2024-01-12
495,Krishna Gupta,krishna.gupta495@example.com,Mumbai,2025-01-14
496,Muhammad Verma,muhammad.verma496@example.com,Kolkata,2024-09-08
497,Aditya Das,aditya.das497@example.com,Ahmedabad,2023-11-25
498,Vivaan Verma,vivaan.verma498@example.com,Pune,2024-11-07
499,Arjun Gupta,arjun.gupta499@example.com,Chennai,2024-09-09
500,Muhammad Patel,muhammad.patel500@example.com,Chennai,2023-12-26
